Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
3.6,-276.99950712302,-92.30945152536823,48.59131876640865,486.6447241579319,-313.4699775623987,104.2999901669362,-276.9985533462821,-92.31265746477645,48.59382247683515,2.507470044,1431432.778,45.9359289899,1212.02096209,20.18279203013083,-5.851440702831756,40.84758401345345,78.09255849570177,-215.0014670379786,-105.3434834118138,-10.29823708559755,40.94341885218552,-22.44168138853175,27.36017885201058,1.085742595446864,-14.05629876673434,20.18279203013083,-5.851440702831756,40.84758401345345,1010.995737522017,-667.6489614759448,33.57522136721633,-21.39653094728643,-22.91293402710881,33.57522136721632,8.151806158700749,-6.003268018347068,-44.80645491017188, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,4.1166929490864,4.1166714596268,-177.2006563794297,18.34525406790004,272.8844197435671,-0.1272891016405257,0.7125162648963842,-0.6828929888812276,-0.098869725389104,0.1957228591415464,0.03063972708398909,-0.4465828776743853,0.8725351012433493,-0.1956083301824555,-0.03069834442649833,0.4465788521159376,-0.8725607839317069,63.706021751515,-7.3183721423383,37.000185588978,37.185326397825,-122.00002639464,-8841473.444997866,-14157569.54898692,12578083.11873252,-8845189.730811112,-14155248.03170039,12578083.11873252,0.015041066876066,4.1166714596268,3.2586611761214e-09,4.7657316,0.99948663,1.20669804,41976978.4,69.1437977,1.20669804,2.72415175,0,1,0.523,0,3.09273489,0.174,0.348,0,5.09407998,12.7352,5.61819899,0,0,0.225495703,-1,-259.668184,0,272.904521,-272.904521,360,30,0.5235,0.386418815,3.47915371,0,0,0,-4.11667146,-6.69719252,-0.8033874,-45.6098423,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9211,0,-0,-0,-0,0,130,130,37.0001865598696611,-122.000027414118875,20900157.7851469442,-276.998553346282108
3.72,-168.0725083829231,-121.8844862025874,43.51820316815302,347.0553978084251,-79.90909848847765,68.13621111438322,-168.0716755278294,-121.8885669643004,43.51853489046044,2.339625051,1382628.398,44.3752105905,1209.52141836,27.04481504157438,-25.46311357121557,24.27688492327197,29.28042030437964,-75.37648575886793,-170.506602556884,1.997361709698133,36.8593518133769,-19.63978375645646,12.45158767183303,1.593321411025759,-14.28944199674796,27.04481504157438,-25.46311357121557,24.27688492327197,1009.688932671506,-665.1572841240398,32.18863307555414,-22.70868624500959,-20.42955664483287,32.18863307555414,7.899741832448013,-8.432027405289942,-42.84453649846724, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,9.2577901445329,9.2577418120865,148.3513514806226,28.77918734271602,262.4591197435352,-0.005733212419186895,0.6651730850760575,-0.6562096907391439,-0.3562312997839934,0.09632215760346596,0.04734140561394645,-0.676801890703302,0.7282994123363993,-0.09622337503669133,-0.04743320207848682,0.6767954634050453,-0.72831247013317,41.912861145695,-35.01661258501,37.000188334721,37.185329102974,-122.00002947858,-8841352.174520887,-14157649.40930174,12578087.01068529,-8845192.34769919,-14155250.52419811,12578087.01068529,0.015542435771934,9.2577418120865,-3.25866117463e-09,4.58377579,0.999300948,1.20669798,41976978.9,69.1437942,1.20669798,2.9061075,0,1,0.523,0,-2.58921953,-0.174,0.348,0,3.76417683,9.41044209,9.64395315,0,0,0.0705632813,-1,27.9586272,0,262.478453,-262.478453,360,30,0.5235,0.393104352,-2.19611518,0,0,0,-9.25774181,-6.70587761,-0.804084497,-43.648621,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29955,29.9239,0,0,-0,-0,0,130,130,37.0001894340062663,-122.000030446703235,20900163.1930478923,-168.07167552782937
3.84,-130.4133189293481,-117.4346628886753,50.23757296474982,277.7945058006794,104.7703250409317,42.62914370043531,-130.4129951098642,-117.4386777543552,50.23646287557842,1.880607883,1239544.502,39.7875219971,1208.1843907,25.9528946551907,-29.8128837104904,4.54820080358381,-34.86708889978901,-9.095266357426503,-137.0580967856109,12.73447722969341,24.33689102957424,-20.22099000859239,0.3842799840022212,1.497853785135294,-2.332394585985407,25.9528946551907,-29.8128837104904,4.54820080358381,1011.027980367787,-660.8059954402723,29.45133672250023,-21.37439980211063,-16.08728395428555,29.45133672250022,8.371981830957726,-9.601542883951982,-37.69306569036424, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,14.052724149078,14.05265078456,121.2659728226071,34.98829377761884,245.6551008493069,-0.03341410016043857,-0.5744740738521655,0.6185342666357903,0.5350499017657041,0.01948528374811592,-0.08942082629419516,0.7904751159856956,-0.6056181392177084,0.01957007530951106,-0.08953149873804953,0.7904625885527121,-0.6056154051744757,9.9400490146286,-48.529981335801,37.000191080565,37.185331811296,-122.0000332679,-8841230.931174807,-14157728.92522281,12578090.69434084,-8845194.992342653,-14155252.67333259,12578090.69434084,0.016043804667803,14.05265078456,3.2586611731367e-09,4.29049033,0.999127795,1.20669791,41976979.6,69.1437903,1.20669791,-3.08379242,0,1,-0.523,0,-2.1164905,-0.174,0.348,0,2.15165481,5.37913702,5.53288786,0,0,-0.0843691406,-1,26.9418871,0,245.673196,-245.673196,360,30,0.5235,0.399463832,-1.71702666,0,0,0,-14.0526508,-7.18553014,-0.861253853,-38.5543195,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9255,0,0,-0,-0,0,130,130,37.0001919724468848,-122.000034151657346,20900168.1740045547,-130.412995109864227
3.96,-102.0009962729186,-104.0778964938197,54.44008660957621,202.9019753126897,101.9317671426377,28.29830098218017,-102.0014666095259,-104.0815142069781,54.43805013260987,1.54411132,1123142.803,36.0549048988,1208.36168524,20.13121086984502,-28.68484572133373,-8.477625971978636,-55.96850969722074,23.63652950322393,-81.25214047922859,12.7579813532612,13.04331095339738,-25.57290774086594,4.384044285460678,1.041183983530677,9.738452526069851,20.13121086984502,-28.68484572133373,-8.477625971978636,1012.660999822871,-658.7431820890614,26.7035923436675,-19.74670040922193,-14.033607738401,26.70359234366748,7.756839166340038,-9.309458083679738,-33.95764425868487, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,18.346379306167,18.346283523171,97.17630348916367,33.40190698423138,227.9697028406455,-0.06062595633643849,-0.4656774688535587,0.5790415869778506,0.6664681755122349,0.1328159195523728,-0.1170724183840148,0.8544027490394955,-0.4885180885094516,0.1328864523033443,-0.117195779144725,0.8543858367641577,-0.4884989069401299,-22.836861332314,-52.710818668386,37.000193807234,37.185334504857,-122.00003718844,-8841109.509731025,-14157808.08387491,12578094.07074567,-8845197.459500166,-14155254.46628714,12578094.07074567,0.016545173563672,18.346283523171,3.2586611716517e-09,3.98182191,0.998972764,1.20669784,41976980.3,69.1437862,1.20669784,-2.77512407,0,1,-0.523,0,-1.69604645,-0.174,0.348,0,1.64236712,4.1059178,4.21803907,0,0,-0.211689844,-1,21.3339189,0,227.986495,-227.986495,360,30,0.5235,0.405513156,-1.29053329,0,0,0,-18.3462835,-8.05021324,-0.964548666,-34.9221929,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9257,0,0,-0,-0,0,130,130,37.000194369623145,-122.00003794034825,20900172.5865968987,-102.001466609525963
4.08,-79.94124620424464,-94.25432652244682,57.42121035236823,164.3049721905327,58.32937644104668,21.40250231153389,-79.94258542233113,-94.25739881486386,57.41871559432877,1.243071809,1007692.896,32.3517451468,1208.57710833,13.41818846526362,-24.83851764829389,-15.79986308127029,-54.02720620782859,37.7859444840512,-42.2912769303641,8.817121557766189,12.23611440014134,-29.07733203417965,11.09876277647177,0.8546688051322514,9.144425714070531,13.41818846526362,-24.83851764829389,-15.79986308127029,1013.949333319029,-657.2806970448956,23.39789603796006,-18.46381518999425,-12.58019887233025,23.39789603796005,6.279077282935059,-8.991698973097051,-30.43612905894838, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,22.209966152906,22.209850206559,79.41196646866102,26.29472569458362,214.5504781043093,-0.08371937516902293,-0.3518367797951493,0.5420739898561877,0.7585233919439015,0.2367706251090778,-0.1287880947864437,0.8842891008209138,-0.3812952712742109,0.2368273436480151,-0.1289196394524196,0.8842699326296469,-0.3812600452594561,-49.660094007702,-50.153554662196,37.000196164798,37.185336832453,-122.00004094511,-8840987.908263499,-14157887.04446673,12578097.08106097,-8845199.747283701,-14155256.06227569,12578097.08106097,0.017046542459541,22.209850206559,0,3.74761225,0.998833278,1.20669777,41976981,69.1437824,1.20669777,-2.54091448,0,1,-0.523,0,-1.38600028,-0.174,0.348,0,1.25037137,3.12592843,3.21580562,0,0,-0.362020312,-1,25.311931,0,214.566282,-214.566282,360,30,0.5235,0.41126745,-0.97473283,0,0,0,-22.2098502,-9.22021903,-1.10437848,-31.5405075,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9249,0,0,0,-0,0,130,130,37.0001963655872643,-122.000041554817386,20900176.5094947703,-79.9425854223311347
4.2,-61.72815015719532,-88.99381137128545,59.70050143280324,138.6423864637596,30.69067866514437,16.24531453873227,-61.73032052186321,-88.99628493898122,59.69792708171659,0.9766294176,893163.8167,28.6771738844,1208.41206805,7.382353866248231,-19.94094938315444,-19.24161352615092,-46.06439829975714,42.21204945256366,-16.04822529877683,6.765082693285914,14.50493627362166,-30.07597787200419,13.678173113691,0.684186588721023,5.08711503200192,7.382353866248231,-19.94094938315444,-19.24161352615092,1014.858953091718,-655.6888989718426,19.82673219477829,-17.55956554167118,-10.99739289386751,19.82673219477828,4.534875523390505,-9.063611256336177,-26.82659421132621, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,25.647303339094,25.647169439551,67.47100196343904,16.40155283247946,205.4454527530898,-0.1040024847690617,-0.2367682504128461,0.5100600181202175,0.8203432553958763,0.3326829459150574,-0.1273847553843977,0.8898605504471901,-0.2850322479137395,0.332726590260695,-0.1275210221650937,0.8898410330235894,-0.2849812993636111,-69.009887493391,-44.055883007897,37.000197974727,37.185338615194,-122.00004465153,-8840866.177319562,-14157965.82543252,12578099.67570168,-8845201.906241052,-14155257.47972172,12578099.67570168,0.01754791135541,25.647169439551,-3.2586611693855e-09,3.58869958,0.998709194,1.20669771,41976981.8,69.1437789,1.20669771,-2.38200187,0,1,-0.523,0,-1.17759113,-0.174,0.348,0,0.927874154,2.31968538,2.39492181,0,0,-0.492408984,-1,29.8986838,0,205.460586,-205.460586,360,30,0.5235,0.416741104,-0.76085003,0,0,0,-25.6471694,-10.6260219,-1.27239734,-28.0989916,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9233,0,-0,-0,0,0,130,130,37.0001978227695076,-122.000045130639393,20900179.9600812495,-61.7303205218632129
4.32,-46.17572979040057,-85.99537378553762,61.38181620509391,119.7940169949676,20.44373178465928,11.41997067418377,-46.17863095437905,-85.99724040457136,61.37945924000987,0.7456054399,780384.5696,25.0579196193,1207.99741384,2.442277650348656,-14.84264637340524,-20.04072015070611,-35.94742606669042,41.72698498379978,1.992306179979998,6.766860716002718,17.11477318156415,-29.50179708280469,12.95223676590162,0.5381806502891638,1.482811816651678,2.442277650348656,-14.84264637340524,-20.04072015070611,1015.654483271517,-653.7889245431998,16.24083101293115,-16.76926545059656,-9.106397745712218,16.24083101293115,2.900401506790468,-9.395474001979679,-23.04803842030384, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,28.641506601125,28.641357067843,59.73039272354664,5.209687217493355,199.2009098723661,-0.1221650044411759,-0.1218224436644174,0.4839066558480481,0.8579448422453952,0.4220805883216731,-0.1148732513550784,0.8768510220511451,-0.1994602672539212,0.4221120000094468,-0.1150113624569432,0.8768329175246686,-0.1993937829998722,-83.051867133018,-36.322779131967,37.000199218226,37.185339834398,-122.00004844768,-8840744.346544418,-14158044.39724868,12578101.83904412,-8845203.966003425,-14155258.6890957,12578101.83904412,0.018049280251279,28.641357067843,-3.2586611687133e-09,3.47971175,0.998601117,1.20669765,41976982.6,69.1437756,1.20669765,-2.2730141,0,1,-0.523,0,-1.04249202,-0.174,0.348,0,0.65307085,1.63267712,1.69742161,0,0,-0.595185938,-1,33.6912214,0,199.215583,-199.215583,360,30,0.5235,0.421947804,-0.620544212,0,0,0,-28.6413571,-12.2038775,-1.46096993,-24.5090083,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9211,0,-0,-0,0,0,130,130,37.0001987426004177,-122.000048815285027,20900182.9323367365,-46.1786309543790523
4.44,-32.65756269703243,-83.71506294737357,62.5027873433384,104.7544137763638,18.05507095497239,6.974080430025195,-32.66105016010378,-83.71633268300364,62.50086857388632,0.5510226651,670854.9967,21.5422616127,1207.5071752,-1.189321406085877,-9.973694073886755,-19.0572814562361,-24.34656881019518,38.73639570108236,13.65965489498499,7.902375853340478,19.25988461140639,-28.16419054686653,10.70701540383915,0.4175072411348854,-0.7207582630288145,-1.189321406085877,-9.973694073886755,-19.0572814562361,1016.527064920318,-651.6004018002536,12.77579023762016,-15.90176945058403,-6.926900283204604,12.77579023762016,1.534813383549301,-9.814754326701355,-19.11501976909345, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,31.172648571432,31.172485829162,54.98029529005702,-6.557293323420068,194.6657763027758,-0.1392211673230439,-0.008499410009539432,0.4635469172678698,0.8750254179680459,0.504978889342669,-0.09241400536694393,0.8491662523135231,-0.1239864866107957,0.5049989542722142,-0.09255147139425364,0.8491512807497343,-0.1239047365027449,-93.571067426615,-27.579742679754,37.000199961803,37.185340556876,-122.0000524035,-8840622.417032667,-14158122.72318278,12578103.57842428,-8845205.927648053,-14155259.65366743,12578103.57842428,0.018550649147147,31.172485829162,-3.258661168315e-09,3.40055874,0.998509762,1.2066976,41976983.6,69.1437723,1.2066976,-2.19386114,0,1,-0.523,0,-0.959587177,-0.174,0.348,0,0.414464635,1.03616159,1.09265542,0,0,-0.7363125,-1,37.2277739,0,194.680116,-194.680116,360,30,0.5235,0.42690057,-0.532686606,0,0,0,-31.1724858,-13.8942643,-1.6629805,-20.7780003,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9184,0,-0,-0,0,0,130,130,37.000199204332894,-122.000052679713278,20900185.4146351106,-32.6610501601037768
4.56,-20.79472230527202,-81.57125539898895,63.1216865559384,92.08290324428903,17.68961382738154,3.224150390436586,-20.79862186083743,-81.57194308599962,63.12035356815821,0.3936970782,567043.9795,18.2096124068,1207.05558786,-3.377047052914409,-5.5566220309759,-17.00910017650352,-12.02917216339882,34.39109835246352,19.72499802995988,9.486150803104181,20.79853628392802,-26.52240829673605,8.098443996780748,0.3101074681796643,-1.624610652507994,-3.377047052914409,-5.5566220309759,-17.00910017650352,1017.568188323796,-649.1903066246629,9.493159014364741,-14.86559971532637,-4.525909968031927,9.493159014364743,0.4820988025321746,-10.20836509746631,-15.07139166727763, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,33.224704012275,33.224530555203,52.49822021854541,-18.51612538011928,191.0652846322489,-0.1561666432661426,0.1015335966995497,0.4483915770816986,0.8742127326197129,0.5806234128093571,-0.06095677181120391,0.8098185402535232,-0.05791939510755129,0.5806330344758713,-0.06109141157836828,0.8098083943744673,-0.05782285972996661,-101.22967090944,-17.767052380449,37.000200303136,37.185340880623,-122.0000565296,-8840500.373226684,-14158200.7724743,12578104.91258382,-8845207.775600653,-14155260.34268415,12578104.91258382,0.019052018043016,33.224530555203,-3.2586611681365e-09,3.3377183,0.998435703,1.20669754,41976984.7,69.1437692,1.20669754,-2.13102076,0,1,-0.523,0,-0.916266794,-0.174,0.348,0,0.205190365,0.512975913,0.562672951,0,0,-0.826817578,-1,41.1538056,0,191.079359,-191.079359,360,30,0.5235,0.431611787,-0.484655008,0,0,0,-33.2245306,-15.6415904,-1.87179397,-16.9431856,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9155,0,0,-0,0,0,130,130,37.0001993138789373,-122.000056733021964,20900187.3978196271,-20.7986218608374251
4.68,-10.37497033853585,-79.49469705277859,63.35004207667586,81.15932246525702,16.29101087252506,0.4528376799209461,-10.37909299035842,-79.49481656593817,63.34937442256705,0.2741229547,473153.4872,15.1950537165,1206.70426018,-4.092186471791699,-1.720734556005151,-14.53212785233414,0.07605126435565168,29.17918783980201,20.81838716937239,11.06388688407093,21.7601831523909,-24.94666137580964,5.848659746411596,0.1994657036367989,-1.634676995724437,-4.092186471791699,-1.720734556005151,-14.53212785233414,1018.803987618505,-646.6316776726954,6.40935140512031,-13.63463960421957,-1.976480426784056,6.409351405120308,-0.2737449043949889,-10.51544565857961,-10.96540577350003, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,34.787341233343,34.787159619378,51.93771593710724,-30.44895271123036,187.8042679871291,-0.1737561480350287,0.2067866343950233,0.4376016181371968,0.8576438145636655,0.6481512257343292,-0.02148591039518816,0.7612083156746032,-0.0004943494817156892,0.6481513006519571,-0.02161579923645933,0.7612046383339014,-0.0003837518724101057,-105.72699781615,-6.5022984657103,37.000200343761,37.185340907454,-122.00006080128,-8840378.192804845,-14158278.52294344,12578105.86481282,-8845209.487524787,-14155260.73397669,12578105.86481282,0.019553386938885,34.787159619378,-3.2586611681217e-09,3.28080283,0.998379311,1.20669749,41976985.9,69.143766,1.20669749,-2.07410534,0,1,-0.523,0,-0.906484149,-0.174,0.348,0,0.0213815628,0.0534539069,0.0971068696,0,0,-0.955672266,-1,46.1902423,0,187.818102,-187.818102,360,30,0.5235,0.436093234,-0.470390915,0,0,0,-34.7871596,-17.3943003,-2.08126502,-13.0466708,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9125,0,0,-0,0,0,130,130,37.0001991773460688,-122.000060947909262,20900188.8774369061,-10.379092990358421
4.8,-1.112097834382634,-77.66320681195153,63.27110784540633,72.90102622442468,14.39851902147959,-1.944836888664121,-1.116252974599434,-77.66277000449089,63.27112552238491,0.1925024389,396499.9644,12.7336949713,1206.4712654,-3.421448811412154,1.442433867735377,-12.18031445365844,10.76403909964639,23.23455077279024,17.78073219669357,12.50648685831054,22.31307879317319,-23.47548543889803,4.075053942794262,0.1240717595813884,-1.104780495209494,-3.421448811412154,1.442433867735377,-12.18031445365844,1020.218617442591,-643.9834029691066,3.501937450150506,-12.22475016725842,0.6624991058505257,3.501937450150505,-0.7858514232831117,-10.7182404138052,-6.829988842911898, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,35.855182666332,35.854995475766,53.324285430337,-42.22527225401287,184.2507447979557,-0.1924400520356785,0.306155506046342,0.4302574589833633,0.8271119340688978,0.7068984938326756,0.02497691066927754,0.7051671490885347,0.04909139636292297,0.7068898914844182,0.02485349844871254,0.7051715095174313,0.04921511045313551,-105.6900459771,6.5042509447648,37.000200172601,37.185340726504,-122.00006517837,-8840255.853189729,-14158355.96051257,12578106.45771737,-8845211.040830284,-14155260.81347889,12578106.45771737,0.020054755834754,35.854995475766,-3.2586611682214e-09,3.21878215,0.998340776,1.20669743,41976987.1,69.1437629,1.20669743,-2.01208471,0,1,-0.523,0,-0.930684352,-0.174,0.348,0,-0.141760488,-0.354401221,-0.315350643,0,0,-0.905050781,-1,53.6381125,0,184.264317,-184.264317,360,30,0.5235,0.440356118,-0.490328234,0,0,0,-35.8549955,-19.1050171,-2.28575191,-9.11574075,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9095,0,0,-0,0,0,130,130,37.0001988854059576,-122.000065280982028,20900189.8530947827,-1.11625297459943384
4.92,7.270676227744549,-76.03924706642077,62.91807162718669,66.54840834200054,12.30142632750878,-4.063317767765772,7.266671029568507,-76.03826584730399,62.91874386231667,0.1487672881,348559.1208,11.1942159443,1206.36394488,-1.599313086997104,3.84403050609138,-10.39115478309661,19.23685849912788,16.51548722910152,11.53196796424324,13.68102188527803,22.55628295135345,-22.24587728573441,2.888797234802754,0.06946403105060368,-0.3842692123669491,-1.599313086997104,3.84403050609138,-10.39115478309661,1021.793379937073,-641.2890709361699,0.7640129613933477,-10.65464196438136,3.347440725978507,0.7640129613933486,-1.088055124187233,-10.80951874874293,-2.698316340901835, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,36.426796738058,36.426606560369,57.28782459284271,-53.71962138756689,179.3915670657165,-0.2124211931509277,0.3987798198917595,0.4255368585127514,0.784072875436034,0.7563567319339937,0.07745309372603656,0.6430809066127473,0.09150114688090773,0.7563403057371608,0.07733773275029728,0.6430947902686281,0.09163682523860552,-98.749792072941,20.083811690151,37.000199864648,37.185340412915,-122.0000696157,-8840133.333867729,-14158433.07715125,12578106.71222966,-8845212.414992463,-14155260.57317184,12578106.71222966,0.020556124730623,36.426606560369,-6.5173223367887e-09,3.1339735,0.998320149,1.20669738,41976988.3,69.1437597,1.20669738,-1.92727612,0,1,-0.523,0,-0.99986116,-0.174,0.348,0,-0.28920017,-0.723000424,-0.687473928,0,0,-0.931128516,-1,66.4938633,0,179.404781,-179.404781,0,-30,-0.5235,0.437890004,-0.561971156,0,0,0,-36.4266066,-20.7305491,-2.48011441,-5.17843076,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9067,0,0,-0,0,0,130,130,37.0001985130668487,-122.000069683831782,20900190.3276608512,7.26667102956850819
